model_type,config_id,config_params,fold,accuracy,notes
FCNN,12,"{'hidden_units': [128, 64], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.3760218024253845,
FCNN,13,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.695652186870575,
FCNN,13,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.582524299621582,
FCNN,13,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5917159914970398,
FCNN,13,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.4646464586257934,
FCNN,13,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.5068119764328003,
FCNN,14,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.489130437374115,
FCNN,14,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.553398072719574,
FCNN,14,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5443786978721619,
FCNN,14,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.4797979891300201,
FCNN,14,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.4604904651641845,
FCNN,15,"{'hidden_units': [128], 'activation': 'relu', 'dropout_rate': 0.5, 'l2_reg': 0.001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.4565217494964599,
FCNN,15,"{'hidden_units': [128], 'activation': 'relu', 'dropout_rate': 0.5, 'l2_reg': 0.001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.6019417643547058,
FCNN,15,"{'hidden_units': [128], 'activation': 'relu', 'dropout_rate': 0.5, 'l2_reg': 0.001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.4674556255340576,
FCNN,15,"{'hidden_units': [128], 'activation': 'relu', 'dropout_rate': 0.5, 'l2_reg': 0.001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.5101010203361511,
FCNN,15,"{'hidden_units': [128], 'activation': 'relu', 'dropout_rate': 0.5, 'l2_reg': 0.001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.5449591279029846,
FCNN,16,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.47826087474823,
FCNN,16,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.4951456189155578,
FCNN,16,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5443786978721619,
FCNN,16,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.4747474789619446,
FCNN,16,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.5013623833656311,
FCNN,17,"{'hidden_units': [128], 'activation': 'tanh', 'dropout_rate': 0.2, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.4130434691905975,
FCNN,17,"{'hidden_units': [128], 'activation': 'tanh', 'dropout_rate': 0.2, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.6310679316520691,
FCNN,17,"{'hidden_units': [128], 'activation': 'tanh', 'dropout_rate': 0.2, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5443786978721619,
FCNN,17,"{'hidden_units': [128], 'activation': 'tanh', 'dropout_rate': 0.2, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.4595959484577179,
FCNN,17,"{'hidden_units': [128], 'activation': 'tanh', 'dropout_rate': 0.2, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.405994564294815,
FCNN,18,"{'hidden_units': [64, 64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.6195651888847351,
FCNN,18,"{'hidden_units': [64, 64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.6019417643547058,
FCNN,18,"{'hidden_units': [64, 64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5976331233978271,
FCNN,18,"{'hidden_units': [64, 64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.5303030014038086,
FCNN,18,"{'hidden_units': [64, 64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.4223433136940002,
FCNN,19,"{'hidden_units': [64, 64, 32], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.532608687877655,
FCNN,19,"{'hidden_units': [64, 64, 32], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.5048543810844421,
FCNN,19,"{'hidden_units': [64, 64, 32], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5147929191589355,
FCNN,19,"{'hidden_units': [64, 64, 32], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.4444444477558136,
FCNN,19,"{'hidden_units': [64, 64, 32], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.583106279373169,
FCNN,20,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.5,
FCNN,20,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.5631067752838135,
FCNN,20,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5680473446846008,
FCNN,20,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.469696968793869,
FCNN,20,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.4577656686306,
FCNN,21,"{'hidden_units': [64, 64, 32], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.52173912525177,
FCNN,21,"{'hidden_units': [64, 64, 32], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.5436893105506897,
FCNN,21,"{'hidden_units': [64, 64, 32], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.668639063835144,
FCNN,21,"{'hidden_units': [64, 64, 32], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.560606062412262,
FCNN,21,"{'hidden_units': [64, 64, 32], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.553133487701416,
FCNN,22,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.4456521868705749,
FCNN,22,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.5048543810844421,
FCNN,22,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.4733727872371673,
FCNN,22,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.5252525210380554,
FCNN,22,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.4087193608283996,
FCNN,23,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.5,
FCNN,23,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.5436893105506897,
FCNN,23,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5739644765853882,
FCNN,23,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.5202020406723022,
FCNN,23,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.5449591279029846,
FCNN,24,"{'hidden_units': [128], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.54347825050354,
FCNN,24,"{'hidden_units': [128], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.5631067752838135,
FCNN,24,"{'hidden_units': [128], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5502958297729492,
FCNN,24,"{'hidden_units': [128], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.4646464586257934,
FCNN,24,"{'hidden_units': [128], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.4141689240932464,
FCNN,25,"{'hidden_units': [128, 64], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.52173912525177,
FCNN,25,"{'hidden_units': [128, 64], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.6019417643547058,
FCNN,25,"{'hidden_units': [128, 64], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5680473446846008,
FCNN,25,"{'hidden_units': [128, 64], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.5101010203361511,
FCNN,25,"{'hidden_units': [128, 64], 'activation': 'relu', 'dropout_rate': 0.2, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.4577656686306,
FCNN,26,"{'hidden_units': [128], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.4456521868705749,
FCNN,26,"{'hidden_units': [128], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.6019417643547058,
FCNN,26,"{'hidden_units': [128], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5443786978721619,
FCNN,26,"{'hidden_units': [128], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.4343434274196625,
FCNN,26,"{'hidden_units': [128], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.3869209885597229,
FCNN,27,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.489130437374115,
FCNN,27,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.553398072719574,
FCNN,27,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5739644765853882,
FCNN,27,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.5909090638160706,
FCNN,27,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.5, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.4468664824962616,
FCNN,28,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.2, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.532608687877655,
FCNN,28,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.2, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.5242718458175659,
FCNN,28,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.2, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5621301531791687,
FCNN,28,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.2, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.5050504803657532,
FCNN,28,"{'hidden_units': [64], 'activation': 'tanh', 'dropout_rate': 0.2, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.5040872097015381,
FCNN,29,"{'hidden_units': [64, 64, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.3586956560611725,
FCNN,29,"{'hidden_units': [64, 64, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.553398072719574,
FCNN,29,"{'hidden_units': [64, 64, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5325443744659424,
FCNN,29,"{'hidden_units': [64, 64, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.5050504803657532,
FCNN,29,"{'hidden_units': [64, 64, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.4877384305000305,
FCNN,30,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.6086956262588501,
FCNN,30,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.6116504669189453,
FCNN,30,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5207100510597229,
FCNN,30,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.5353535413742065,
FCNN,30,"{'hidden_units': [64, 32], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.0001, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.5694822669029236,
FCNN,31,"{'hidden_units': [128, 64], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.6304348111152649,
FCNN,31,"{'hidden_units': [128, 64], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.6116504669189453,
FCNN,31,"{'hidden_units': [128, 64], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5088757276535034,
FCNN,31,"{'hidden_units': [128, 64], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.5454545617103577,
FCNN,31,"{'hidden_units': [128, 64], 'activation': 'relu', 'dropout_rate': 0.0, 'l2_reg': 0.001, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.5585830807685852,
FCNN,32,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.510869562625885,
FCNN,32,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",2,0.4660194218158722,
FCNN,32,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",3,0.5384615659713745,
FCNN,32,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",4,0.4595959484577179,
FCNN,32,"{'hidden_units': [32, 32], 'activation': 'tanh', 'dropout_rate': 0.0, 'l2_reg': 0.0, 'learning_rate': 0.0005, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",5,0.4931880235671997,
FCNN,33,"{'hidden_units': [128, 64], 'activation': 'tanh', 'dropout_rate': 0.2, 'l2_reg': 0.0, 'learning_rate': 0.001, 'epochs': 100, 'batch_size': 32, 'use_batch_norm': True, 'use_early_stopping': True, 'patience': 10}",1,0.4347825944423675,
